objectID,department,objectName,title,final_group
57400,Asian Art,Bottle,Bottle,bottle
450494,Islamic Art,Jar,Jar,jar
185901,European Sculpture and Decorative Arts,Vase,Vase,vase
918706,European Sculpture and Decorative Arts,Beaker,Beaker with “Posteleӱn Verkooping” (porcelain selling),beaker
62917,Asian Art,Vase,Vase,vase
314633,The Michael C. Rockefeller Wing,Vessel,Tripod Vessel,vessel
848436,European Sculpture and Decorative Arts,Jug,Jug with cavalry scene,jug
52767,Asian Art,Covered jar,Covered Jar,jar
487245,Modern and Contemporary Art,Vase with lid,Vase with lid,vase
890336,European Sculpture and Decorative Arts,Vase,Ribbed vase,vase
63129,Asian Art,Tea jar,Tea jar,jar
48451,Asian Art,Jar,Jar with two lugs,jar
50335,Asian Art,Water jar,Tall Freshwater Jar (Hoso-mizusashi) with Striped Design,jar
466230,The Cloisters,Jug,Jug,jug
308624,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Feline and Bird,bottle
52220,Asian Art,Jar,Small Jar (Ko-tsubo) with Flowers,jar
52834,Asian Art,Covered jar,Covered Jar,jar
48682,Asian Art,Vase,Vase,vase
308362,The Michael C. Rockefeller Wing,Bottle,Bird-Head Vessel,bottle
463086,Medieval Art,Pharmacy jar,Pharmacy Jar,jar
208006,European Sculpture and Decorative Arts,Jug,Jug with stylized floral pendants,jug
51946,Asian Art,Vessel,Vessel,vessel
48544,Asian Art,Vase,Vase in shape of winter melon,vase
47019,Asian Art,Pot,Pot,pot
52058,Asian Art,Water bottle,Writer's Water Bottle,bottle
449071,Islamic Art,Jug,Jug,jug
313301,The Michael C. Rockefeller Wing,Jar,Jar,jar
771024,European Sculpture and Decorative Arts,Ginger jar,Ginger jar,jar
309498,The Michael C. Rockefeller Wing,Bottle,"Bottle, Seated Figure",bottle
310466,The Michael C. Rockefeller Wing,Bottle,Bottle with a reed boat and paddler,bottle
309388,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with owl,bottle
46955,Asian Art,Bottle,Bottle,bottle
450747,Islamic Art,Ewer,Ewer,pitcher
51014,Asian Art,Vase,Vase,vase
452853,Islamic Art,Jar,Jar,jar
52802,Asian Art,Vase,Vase,vase
46962,Asian Art,Vase,Vase,vase
446935,Islamic Art,Jar,Jar,jar
309519,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with feline and snake,bottle
460178,Robert Lehman Collection,Apothecary jar,Apothecary jar (orciuolo),jar
308652,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
48572,Asian Art,Vase,Vase with scenes from Romance of the West Chamber,vase
42279,Asian Art,Vase,Vase with landscape scenes,vase
476276,Medieval Art,Pot,Pot,pot
45893,Asian Art,Vase,Vase with immortals,vase
63141,Asian Art,Tea jar,Tea jar,jar
42360,Asian Art,Vase,Vase,vase
47809,Asian Art,Bottle,Bottle,bottle
232205,European Sculpture and Decorative Arts,Vase,Gourd-shaped vase,vase
309327,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Seated Figure,bottle
76733,Asian Art,Bottle,Bottle,bottle
50338,Asian Art,Bottle,Bottle,bottle
310220,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
46779,Asian Art,Vase,Vase with flowers,vase
308457,The Michael C. Rockefeller Wing,Jar,Jar,jar
195021,European Sculpture and Decorative Arts,Albarello,Albarello,jar
309138,The Michael C. Rockefeller Wing,Bottle,Bottle: Head,bottle
201716,European Sculpture and Decorative Arts,Milk jug with cover,Milk jug with cover,jug
447279,Islamic Art,Ewer,Miniature Ewer,pitcher
308520,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Stacked Containers,bottle
72737,Asian Art,Jar,Faceted jar decorated with plum blossoms and bamboo,jar
448987,Islamic Art,Jar,Jar,jar
314681,The Michael C. Rockefeller Wing,Jar,Prisoner jar,jar
197614,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
47988,Asian Art,Bottle vase,Bottle vase,vase
312629,The Michael C. Rockefeller Wing,Bottle,Bridge and Spout Bottle,bottle
833900,The Michael C. Rockefeller Wing,Jar,Water Jar (Olla),jar
188777,European Sculpture and Decorative Arts,Vase with cover,Vase with cover (vase parent),vase
46940,Asian Art,Vase,Vase with chrysanthemum petals,vase
309447,The Michael C. Rockefeller Wing,Bottle,Spotted Feline Bottle,bottle
62759,Asian Art,Tea jar,Tea Jar,jar
47722,Asian Art,Bottle,Bottle,bottle
47582,Asian Art,Jar,Jar decorated with auspicious characters amid plants,jar
47922,Asian Art,Vase,Vase,vase
63109,Asian Art,Jar,Jar,jar
48661,Asian Art,Vase,Square vase,vase
48280,Asian Art,Vase,Vase with flowers and rocks,vase
57517,Asian Art,Jar,Jar with lid,jar
50313,Asian Art,Jar,Large Storage Jar (Ōtsubo),jar
477270,Medieval Art,Jug,Jug,jug
46928,Asian Art,Vase,Vase with floral patterns,vase
188534,European Sculpture and Decorative Arts,Globular jar,Globular jar,jar
460139,Robert Lehman Collection,Apothecary jar,Apothecary Jar (orciuolo),jar
52377,Asian Art,Jar,Jar,jar
197222,European Sculpture and Decorative Arts,Albarello,Albarello,jar
44426,Asian Art,Jar,Small Jar (Guan),jar
52807,Asian Art,Ewer,Ewer with Equestrian Figure,pitcher
644110,European Sculpture and Decorative Arts,Vase,Vase with scenes of storm at sea,vase
50770,Asian Art,Jar,Small Jar,jar
47599,Asian Art,Bottle,Bottle for Sweets,bottle
53855,Asian Art,Vase,Vase,vase
449913,Islamic Art,Ewer,Ewer,pitcher
670813,European Sculpture and Decorative Arts,Jug,Jug,jug
48625,Asian Art,Vase,Vase,vase
46947,Asian Art,Bottle vase,Bottle vase,vase
50359,Asian Art,Wine ewer with lid,Wine Ewer with Lid,pitcher
188908,European Sculpture and Decorative Arts,Vase,Vase,vase
52611,Asian Art,Vase,Vase,vase
42243,Asian Art,Vase,"Vase with Cranes, Clouds, and Waves",vase
210750,European Sculpture and Decorative Arts,Storage jar,One-handled storage jar (albarello),jar
37432,Asian Art,Footed urn,Footed Urn,jar
52259,Asian Art,Oil bottle,Oil bottle,bottle
194432,European Sculpture and Decorative Arts,Ewer,Ewer (Brocca),pitcher
62677,Asian Art,Bottle,Bottle,bottle
204512,European Sculpture and Decorative Arts,Vase,Two-handled storage jug (albarello) with crowned eagles,jar
52755,Asian Art,Jar,Jar,jar
51010,Asian Art,Vase,Vase decorated with blossoming plum,vase
465872,Medieval Art,Jar,Jar,jar
771037,European Sculpture and Decorative Arts,Vase,Elongated amphora shaped vase in pastel shades,amphora
42251,Asian Art,Vase,Vase with Flowers,vase
39506,Asian Art,Footed jar,Footed jar,jar
670807,European Sculpture and Decorative Arts,Jug,Jug,jug
40074,Asian Art,Jar,Water Jar in the Shape of a Well Bucket,jar
449904,Islamic Art,Ewer,Ewer,pitcher
47394,Asian Art,Bottle,Bottle,bottle
447287,Islamic Art,Ewer,Ewer,pitcher
207983,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
46558,Asian Art,Bottle vase,Bottle vase,vase
37563,Asian Art,Jar,Large Incised Jar,jar
47600,Asian Art,Vase,Vase with dragons,vase
49862,Asian Art,Vase,Vase with Figures in Landscape,vase
46836,Asian Art,Bottle,Bottle,bottle
46561,Asian Art,Vase,Pomegranate vase,vase
308404,The Michael C. Rockefeller Wing,Bottle,"Bottle, Fighting Figures",bottle
39511,Asian Art,Urn,Covered urn with geometric decoration,jar
444485,Islamic Art,Vase,Vase,vase
62711,Asian Art,Tea jar,Tea Jar,jar
770942,European Sculpture and Decorative Arts,Vase,"Spill vase with ""cloisonné"" decoration",vase
310197,The Michael C. Rockefeller Wing,Jar,Figure Jar,jar
46638,Asian Art,Jar,Jar,jar
203297,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
460128,Robert Lehman Collection,Jug,Armorial Jug (boccale),jug
46849,Asian Art,Vase,Vase,vase
476285,Medieval Art,Jug,Jug,jug
47102,Asian Art,Vase,Vase,vase
53828,Asian Art,Jar,Jar with dragon and stylized character for longevity (shou),jar
194433,European Sculpture and Decorative Arts,Ewer,Ewer (Brocca),pitcher
46205,Asian Art,Jar,Jar with floral pattern,jar
313009,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Suckling Puma,bottle
208140,European Sculpture and Decorative Arts,Vase,Vase,vase
49359,Asian Art,Jar,Long-Necked Jar (Chōkeiko),jar
50908,Asian Art,Bottle,"Bottle with Theme of the ""Hundred Antiques""",bottle
47412,Asian Art,Vase,Vase with animal masks,vase
53798,Asian Art,Vase,Vase,vase
62703,Asian Art,Tea jar,Tea Jar,jar
451993,Islamic Art,Kendi,Elephant-Shaped Kendi,pitcher
449481,Islamic Art,Jar,Jar,jar
308420,The Michael C. Rockefeller Wing,Jar,Jar,jar
62551,Asian Art,Vase,Vase,vase
45844,Asian Art,Jar,Jar decorated with plum blossoms,jar
48695,Asian Art,Vase,Vase with relief decoration of figures,vase
309385,The Michael C. Rockefeller Wing,Bottle,Double-chambered bottle with mouse,bottle
771039,European Sculpture and Decorative Arts,Vase,Bamboo vase with flowering cherry blossoms,vase
463559,Medieval Art,Jug,Jug,jug
314680,The Michael C. Rockefeller Wing,Bottle,Portrait Head Bottle,bottle
207399,European Sculpture and Decorative Arts,Jar,Jar,jar
446997,Islamic Art,Bottle,Bottle,bottle
51187,Asian Art,Jar,Jar,jar
50741,Asian Art,Vase,Square vase,vase
471751,The Cloisters,Jug,Jug,jug
47389,Asian Art,Vase,Vase,vase
312928,The Michael C. Rockefeller Wing,Vessel,Neckless jar with complex scene,jar
52057,Asian Art,Vase,Vase,vase
208036,European Sculpture and Decorative Arts,Vase,Vase,vase
49351,Asian Art,Vase,Vase,vase
206654,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
318607,The Michael C. Rockefeller Wing,Bottle,Double-chambered bottle,bottle
45834,Asian Art,Jar,Jar,jar
53891,Asian Art,Vase,Vase,vase
460681,Robert Lehman Collection,Ewer,Covered ewer,pitcher
208409,European Sculpture and Decorative Arts,Milk jug with cover,Milk jug with cover,jug
47438,Asian Art,Vase,Vase,vase
42216,Asian Art,Vase,Vase,vase
460675,Robert Lehman Collection,Vase,Small vase,vase
448395,Islamic Art,Vase,Vase,vase
308711,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
771073,European Sculpture and Decorative Arts,Moon flask,Moon flask with white and gold crane,flask
460717,Robert Lehman Collection,Vase,Club-shaped vase,vase
309492,The Michael C. Rockefeller Wing,Bottle,"Bottle, Head on Neck",bottle
62595,Asian Art,Tea jar,Tea Jar,jar
316719,The Michael C. Rockefeller Wing,Bottle,Double Spout Bottle,bottle
308554,The Michael C. Rockefeller Wing,Bottle,Double Chambered Bottle,bottle
314955,The Michael C. Rockefeller Wing,Vessel,Paccha (ritual vessel),vessel
50944,Asian Art,Vase,Meiping vase with dragon,vase
45882,Asian Art,Jar,Jar,jar
53777,Asian Art,Vase,Vase,vase
42250,Asian Art,Vase,Vase with Flowers,vase
47811,Asian Art,Wine bottle,Wine bottle,bottle
239486,European Sculpture and Decorative Arts,Jar,Jar with four birds,jar
195013,European Sculpture and Decorative Arts,Urn,Urn,jar
205470,European Sculpture and Decorative Arts,Vase,Vase (pot à fleurs),vase
44726,Asian Art,Jar,Jar (Guan),jar
204385,European Sculpture and Decorative Arts,Jug,Jug,jug
42324,Asian Art,Vase,Vase in the shape of an archaic bronze vessel (gu),vase
309525,The Michael C. Rockefeller Wing,Jar,Cactus Jar,jar
37510,Asian Art,Bottle,Bottle with Three Lugs,bottle
53774,Asian Art,Vase,Vase with nine peaches,vase
771065,European Sculpture and Decorative Arts,Vase,Vase,vase
47174,Asian Art,Jar with cover,Miniature Jar with Cover,jar
52797,Asian Art,Jar,Jar,jar
194256,European Sculpture and Decorative Arts,Jug,Jug,jug
446222,Islamic Art,Jar,Jar,jar
199026,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
204403,European Sculpture and Decorative Arts,Jug,Jug,jug
207775,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
48702,Asian Art,Vase,Vase with roundels of phoenix and chi dragon,vase
200772,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
204071,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
471800,The Cloisters,Pharmacy jar,Pharmacy Jar,jar
770938,European Sculpture and Decorative Arts,Lidded vase,"""Alhambra"" vase with lid",vase
47755,Asian Art,Bottle,Bottle,bottle
752044,Asian Art,Water Jar,Nanban Freshwater Jar (Mizusashi) with Large Handles,jar
309344,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Female,bottle
460983,Robert Lehman Collection,Saltcellar,Saltcellar,vessel
200885,European Sculpture and Decorative Arts,Jug,Jug (Krug),jug
48629,Asian Art,Vase,Vase with dragon,vase
453896,Islamic Art,Jar,Jar,jar
49262,Asian Art,Jar,Jar,jar
460182,Robert Lehman Collection,Albarello,Apothecary jar (albarello),jar
63097,Asian Art,Tea jar with cover,Tea jar with cover,jar
37449,Asian Art,Jar,Footed Jar,jar
199039,European Sculpture and Decorative Arts,Jug,Jug,jug
48281,Asian Art,Jug,Jug with dragon handle and floral madellions,jug
446269,Islamic Art,Ewer,Ewer,pitcher
239506,European Sculpture and Decorative Arts,Vase,Vase,vase
62546,Asian Art,Tea jar,Tea Jar,jar
42448,Asian Art,Jar,Jar,jar
671535,The Cloisters,Jug,Jug,jug
52461,Asian Art,Water bottle,Water Bottle in the Form of a Mouse,bottle
308628,The Michael C. Rockefeller Wing,Bottle,"Bottle, Feline Face",bottle
308580,The Michael C. Rockefeller Wing,Bottle,"Double Spout Bottle, Killer Whale Motif",bottle
48749,Asian Art,Vase,Hexagonal vase with Rococo-style flowers,vase
44689,Asian Art,Jar,Jar (Guan),jar
853841,Asian Art,Jar,Covered jar,jar
675861,European Sculpture and Decorative Arts,Jug,Jug,jug
48172,Asian Art,Jar,Jar,jar
47949,Asian Art,Jar,Jar,jar
310231,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Crayfish,bottle
448017,Islamic Art,Jar,Jar,jar
42212,Asian Art,Bottle,Gourd-Shaped Bottle,bottle
48636,Asian Art,Bottle,Gobular bottle with dragon,bottle
63565,Asian Art,Jar,Jar (Tsubo) with Stylized Net Design,jar
451635,Islamic Art,Jar,Jar,jar
191344,European Sculpture and Decorative Arts,Jug,Jug,jug
52811,Asian Art,Vase,Vase decorated with flowers,vase
476256,Medieval Art,Amphora,Amphora,amphora
41749,Asian Art,Water jar,Water Jar for the Tea Ceremony with Seven Sages of the Bamboo Grove Design,jar
46848,Asian Art,Vase,Vase,vase
76114,Asian Art,Jar,Dragon jar,jar
48628,Asian Art,Vase,Vase with Garden Scene,vase
50317,Asian Art,Storage jar,Storage jar,jar
51013,Asian Art,Vase,Vase,vase
44729,Asian Art,Jar,Jar (Guan),jar
194632,European Sculpture and Decorative Arts,Jug,Jug,jug
51247,Asian Art,Vase,Vase,vase
49293,Asian Art,Apothecary bottle,"Apothecary Bottle with Initial ""M"" in Laurel Wreath",bottle
833904,The Michael C. Rockefeller Wing,Jar,Vessel (Olla),jar
460660,Robert Lehman Collection,Jar,"Two-eared jar, Jun ware",jar
53826,Asian Art,Covered jar,Covered Jar,jar
47388,Asian Art,Bottle,Bottle,bottle
309503,The Michael C. Rockefeller Wing,Bottle,Double-chambered bottle,bottle
670995,Asian Art,Jar,Shigaraki Tea Jar (Chatsubo),jar
461338,Robert Lehman Collection,Covered ewer,Covered ewer,pitcher
199751,European Sculpture and Decorative Arts,Storage jar,One-handled storage jar (albarello),jar
42389,Asian Art,Vase,Vase with King Wen Visiting the Scholar Jiang Taigong,vase
48223,Asian Art,Covered jar,"Covered jar with ""Hundred Antique"" pattern",jar
460146,Robert Lehman Collection,Jug,Armorial jug (boccale),jug
231768,European Sculpture and Decorative Arts,Milk jug,Milk jug,jug
63123,Asian Art,Tea jar,Tea jar,jar
195500,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
204374,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
771023,European Sculpture and Decorative Arts,Moon flask,Moon flask,flask
239494,European Sculpture and Decorative Arts,Vase,Beaker vase,vase
62922,Asian Art,Bottle,Wine Bottle with Landscape and Waterfall,bottle
205096,European Sculpture and Decorative Arts,Syrup jug,Syrup jug,jug
48012,Asian Art,Bottle,Bottle,bottle
46550,Asian Art,Vase,Meiping vase,vase
644111,European Sculpture and Decorative Arts,Vase,Vase with scenes of storm on land,vase
651241,The Cloisters,Jug,Jug with twisted handle,jug
447277,Islamic Art,Ewer,Ewer,pitcher
47920,Asian Art,Ewer,Ewer with a lion-formed handle,pitcher
37450,Asian Art,Bottle,Bottle with Waves and Auspicious Emblems,bottle
51001,Asian Art,Bottle,Bottle,bottle
193020,European Sculpture and Decorative Arts,Jar with cover,Jar with cover,jar
50659,Asian Art,Jar,Jar,jar
52568,Asian Art,Jar,Jar with handle,jar
37458,Asian Art,Bottle,Bottle with Bulbous Neck,bottle
446944,Islamic Art,Jar,Jar,jar
47066,Asian Art,Jar,Jar,jar
193355,European Sculpture and Decorative Arts,Jug,Jug,jug
670812,European Sculpture and Decorative Arts,Jug,Jug,jug
73216,Asian Art,Jar,Jar with floral scroll,jar
448984,Islamic Art,Ewer,Ewer,pitcher
191142,European Sculpture and Decorative Arts,Milk jug,Milk jug,jug
308381,The Michael C. Rockefeller Wing,Bottle,Bottle with figures,bottle
451397,Islamic Art,Ewer,"Ewer with Molded Inscriptions, Animals, and Dancers",pitcher
50884,Asian Art,Vase,Vase,vase
48566,Asian Art,Vase,Vase with dragon,vase
748293,Asian Art,Water jar,Water jar (Mizusashi) with autumn grasses,jar
204355,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
770986,European Sculpture and Decorative Arts,Miniature moon flask,Miniature moon flask with fretwork center,flask
47644,Asian Art,Bottle,Bottle,bottle
200880,European Sculpture and Decorative Arts,Jug,Jug (Enghalskrug),jug
49366,Asian Art,Vase,Vase,vase
747034,European Sculpture and Decorative Arts,Vase,Vase,vase
49201,Asian Art,Ewer,Ewer with lug handles,pitcher
187854,European Sculpture and Decorative Arts,Vase,Vase,vase
47688,Asian Art,Vase,Vase,vase
195774,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
771053,European Sculpture and Decorative Arts,Vase,Octagonal vase with scenes of the story of the silkworm,vase
312161,The Michael C. Rockefeller Wing,Bottle,Bottle (Florero),bottle
448981,Islamic Art,Ewer,Ewer,pitcher
50891,Asian Art,Vase,"Vase with ladies, plants, and landscape",vase
49553,Asian Art,Amphora,Amphora with dragon-shaped handles,amphora
477323,Medieval Art,Jar,Jar with Handle,jar
44431,Asian Art,Flask,Molded Flask,flask
454610,Islamic Art,Jar,Jar,jar
477749,Medieval Art,Vase,Vase,vase
651290,The Cloisters,Jug,Jug,jug
307473,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with fox warrior,bottle
48086,Asian Art,Bottle,Bottle,bottle
42278,Asian Art,Vase,Maebyeong with lotus decoration,vase
48329,Asian Art,Vase,Vase with mythical creature qilin,vase
478669,Medieval Art,Jug,Jug,jug
309401,The Michael C. Rockefeller Wing,Bottle,Single Spout Bottle with Strap Handles,bottle
197558,European Sculpture and Decorative Arts,Vase,Vase,vase
62528,Asian Art,Bottle,Gourd-Shaped Sake Bottle (Tokkuri) with Carved Floral Design and Jewel,bottle
47892,Asian Art,Jar,Jar,jar
190732,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
63093,Asian Art,Tea jar with cover,Tea jar with cover,jar
204524,European Sculpture and Decorative Arts,Jug,Jug,jug
